Scheme Name,Net Asset Value,Outstanding Number of Units,Nav Per Unit,Sale Price per Unit,Repurchase Price/Unit,Date Valued
Bond Fund,92983423952,854332752.9,108.8375,108.8375,108.8375,6/25/2021
Bond Fund,92665433432,851702382,108.8003,108.8003,108.8003,6/24/2021
Bond Fund,92540767986,850831154.4,108.7651,108.7651,108.7651,6/23/2021
Bond Fund,92256760005,848505811.5,108.7285,108.7285,108.7285,6/22/2021
Bond Fund,92055693260,846942691.8,108.6918,108.6918,108.6918,6/21/2021
Bond Fund,91804872288,845495833.6,108.5811,108.5811,108.5811,6/18/2021
Bond Fund,91227525776,840478311.4,108.5424,108.5424,108.5424,6/17/2021
Bond Fund,90865116238,837417462.9,108.5064,108.5064,108.5064,6/16/2021
Bond Fund,90800646059,837098623,108.4707,108.4707,108.4707,6/15/2021
Bond Fund,89465092690,825054999.5,108.4353,108.4353,108.4353,6/14/2021
Bond Fund,88873574104,820413667,108.3278,108.3278,108.3278,6/11/2021
Bond Fund,88641043113,818539643.8,108.2917,108.2917,108.2917,6/10/2021
Bond Fund,88686890138,819237468.7,108.2554,108.2554,108.2554,6/9/2021
Bond Fund,88413794932,816981117.2,108.2201,108.2201,108.2201,6/8/2021
Bond Fund,88143432062,814748880.4,108.1848,108.1848,108.1848,6/7/2021
Bond Fund,87643583427,810922106,108.0789,108.0789,108.0789,6/4/2021
Bond Fund,86214368457,797957310.5,108.0438,108.0438,108.0438,6/3/2021
Bond Fund,85436751243,791011550.5,108.0095,108.0095,108.0095,6/2/2021
Bond Fund,85017503434,787389744.5,107.9739,107.9739,107.9739,6/1/2021
Bond Fund,85381477864,783755731.5,108.9389,108.9389,108.9389,5/31/2021
Bond Fund,85147789847,782373880.8,108.8326,108.8326,108.8326,5/28/2021
Bond Fund,84476673454,778761301.2,108.4757,108.4757,108.4757,5/27/2021
Bond Fund,84405119625,778370336,108.4383,108.4383,108.4383,5/26/2021
Bond Fund,84253737246,777240841,108.4011,108.4011,108.4011,5/25/2021
Bond Fund,83883729073,774086822.6,108.3648,108.3648,108.3648,5/24/2021
Bond Fund,83721926328,773368521.9,108.2562,108.2562,108.2562,5/21/2021
Bond Fund,83322694044,769937653.4,108.2201,108.2201,108.2201,5/20/2021
Bond Fund,83085811731,768035190.7,108.1797,108.1797,108.1797,5/19/2021
Bond Fund,83210006574,769445449.5,108.1428,108.1428,108.1428,5/18/2021
Bond Fund,83084796478,768546953.5,108.1063,108.1063,108.1063,5/17/2021
Bond Fund,82527674163,764421010.9,107.961,107.961,107.961,5/13/2021
Bond Fund,82170636490,761370852.5,107.9246,107.9246,107.9246,5/12/2021
Bond Fund,82314753992,762964848.9,107.888,107.888,107.888,5/11/2021
Bond Fund,82007480887,760373510.4,107.8516,107.8516,107.8516,5/10/2021
Bond Fund,81641806691,757792784.4,107.7363,107.7363,107.7363,5/7/2021
Bond Fund,81466289214,756385084.8,107.7048,107.7048,107.7048,5/6/2021
Bond Fund,81248294857,754667703.2,107.661,107.661,107.661,5/5/2021
Bond Fund,80706300037,749943092.1,107.6166,107.6166,107.6166,5/4/2021
Bond Fund,80875854306,751723679.9,107.5872,107.5872,107.5872,5/3/2021
Bond Fund,81433002702,750665953.5,108.481,108.481,108.481,4/30/2021
Bond Fund,81330726023,749969145,108.4454,108.4454,108.4454,4/29/2021
Bond Fund,81158342042,748626837.5,108.4096,108.4096,108.4096,4/28/2021
Bond Fund,80852712650,746056941.3,108.3734,108.3734,108.3734,4/27/2021
Bond Fund,79882937232,738059226.9,108.2338,108.2338,108.2338,4/23/2021
Bond Fund,79746486895,737007707.8,108.2031,108.2031,108.2031,4/22/2021
Bond Fund,79638843058,736267437.9,108.1656,108.1656,108.1656,4/21/2021
Bond Fund,79359857247,733927263.8,108.1304,108.1304,108.1304,4/20/2021
Bond Fund,78051059824,722057861.7,108.0953,108.0953,108.0953,4/19/2021
Bond Fund,78138298840,723579218.5,107.9886,107.9886,107.9886,4/16/2021
Bond Fund,77996525976,722503566.2,107.9531,107.9531,107.9531,4/15/2021
Bond Fund,77576740740,718852026.7,107.9175,107.9175,107.9175,4/14/2021
Bond Fund,78098598622,723937086.1,107.8804,107.8804,107.8804,4/13/2021
Bond Fund,77829589517,721681037.7,107.8449,107.8449,107.8449,4/12/2021
Bond Fund,77616817432,720418493.8,107.7385,107.7385,107.7385,4/9/2021
Bond Fund,76908469581,714070750.2,107.7043,107.7043,107.7043,4/8/2021
Bond Fund,76674662460,712373696.7,107.6326,107.6326,107.6326,4/6/2021
Bond Fund,76015177836,707423955.3,107.4535,107.4535,107.4535,4/1/2021
Bond Fund,76622759237,706739109.2,108.4173,108.4173,108.4173,3/31/2021
Bond Fund,76471883479,705581872.3,108.3813,108.3813,108.3813,3/30/2021
Bond Fund,75835906809,699946228.4,108.3453,108.3453,108.3453,3/29/2021
Bond Fund,75421167534,697055242.7,108.1997,108.1997,108.1997,3/25/2021
Bond Fund,75398755409,697094304.2,108.1615,108.1615,108.1615,3/24/2021
Bond Fund,75113890648,694693657.3,108.1252,108.1252,108.1252,3/23/2021
Bond Fund,74817328229,692883538.9,107.9797,107.9797,107.9797,3/19/2021
Bond Fund,74625910551,691344104.3,107.9432,107.9432,107.9432,3/18/2021
Bond Fund,74446411176,689914331.7,107.9067,107.9067,107.9067,3/17/2021
Bond Fund,74216981865,688020905.6,107.8702,107.8702,107.8702,3/16/2021
Bond Fund,74052408998,686728459.5,107.8336,107.8336,107.8336,3/15/2021
Bond Fund,73740671309,684535042.4,107.7237,107.7237,107.7237,3/12/2021
Bond Fund,73619522978,683643389.5,107.687,107.687,107.687,3/11/2021
Bond Fund,73707370490,684693796.8,107.6501,107.6501,107.6501,3/10/2021
Bond Fund,73598432777,683915151.4,107.6134,107.6134,107.6134,3/9/2021
Bond Fund,73465011003,682908963.1,107.5766,107.5766,107.5766,3/8/2021
Bond Fund,73205182510,681195153.1,107.4658,107.4658,107.4658,3/5/2021
Bond Fund,73252586227,681871180.9,107.4288,107.4288,107.4288,3/4/2021
Bond Fund,72968147432,679456750.5,107.3919,107.3919,107.3919,3/3/2021
Bond Fund,72034440797,670987474.1,107.3559,107.3559,107.3559,3/2/2021
Bond Fund,71408330789,665378724.3,107.3198,107.3198,107.3198,3/1/2021
Bond Fund,71726030691,662854449.9,108.2078,108.2078,108.2078,2/26/2021
Bond Fund,71646770364,662351642.5,108.1703,108.1703,108.1703,2/25/2021
